Time: 08:50:23.444651| SYSTEM   | Connect events done
Time: 09:02:44.502590| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:44.541248| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:44.603588| SENSOR   | Servo voile value received: 150.0
Time: 09:02:44.644112| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:44.704332| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:44.747259| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:44.805469| SENSOR   | Servo safran value received: 103.0
Time: 09:02:45.356768| DEBUG    | func: 9| mode: 1| size: 13| data: update (203s)
Time: 09:02:45.409648| LOG      | [INFO]: received: update (203s)
Time: 09:02:45.459931| DEBUG    | func: 6| mode: 1| size: 4| data: 295.7
Time: 09:02:45.510706| SENSOR   | Yaw value received: 295.7
Time: 09:02:45.512703| SYSTEM   | Changed compass orientation
Time: 09:02:45.562249| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:45.613981| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:45.665359| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:45.714984| SENSOR   | Servo safran value received: 200.0
Time: 09:02:45.767379| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:45.815728| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:45.870844| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:45.916919| SENSOR   | Servo voile value received: 113.0
Time: 09:02:46.479457| DEBUG    | func: 9| mode: 1| size: 13| data: update (204s)
Time: 09:02:46.520559| LOG      | [INFO]: received: update (204s)
Time: 09:02:46.581953| DEBUG    | func: 6| mode: 1| size: 4| data: 294.4
Time: 09:02:46.621607| SENSOR   | Yaw value received: 294.4
Time: 09:02:46.623631| SYSTEM   | Changed compass orientation
Time: 09:02:46.684803| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:46.724767| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:46.787877| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:46.825878| SENSOR   | Servo voile value received: 150.0
Time: 09:02:46.888317| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:46.926111| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:46.989938| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:47.026840| SENSOR   | Servo safran value received: 103.0
Time: 09:02:47.596316| DEBUG    | func: 9| mode: 1| size: 13| data: update (206s)
Time: 09:02:47.631222| LOG      | [INFO]: received: update (206s)
Time: 09:02:47.697072| DEBUG    | func: 6| mode: 1| size: 4| data: 294.5
Time: 09:02:47.731980| SENSOR   | Yaw value received: 294.5
Time: 09:02:47.734946| SYSTEM   | Changed compass orientation
Time: 09:02:47.799772| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:47.936417| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:47.966658| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:48.037646| SENSOR   | Servo safran value received: 200.0
Time: 09:02:48.068759| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:48.138378| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:48.170939| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:48.239390| SENSOR   | Servo voile value received: 113.0
Time: 09:02:48.676719| DEBUG    | func: 9| mode: 1| size: 13| data: update (207s)
Time: 09:02:48.742386| LOG      | [INFO]: received: update (207s)
Time: 09:02:48.780821| DEBUG    | func: 6| mode: 1| size: 4| data: 294.5
Time: 09:02:48.843415| SENSOR   | Yaw value received: 294.5
Time: 09:02:48.845412| SYSTEM   | Changed compass orientation
Time: 09:02:48.882321| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:48.945989| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:48.988573| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:49.047255| SENSOR   | Servo voile value received: 150.0
Time: 09:02:49.091341| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:49.148003| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:49.194709| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:49.249064| SENSOR   | Servo safran value received: 103.0
Time: 09:02:49.805857| DEBUG    | func: 9| mode: 1| size: 13| data: update (208s)
Time: 09:02:49.853174| LOG      | [INFO]: received: update (208s)
Time: 09:02:49.908727| DEBUG    | func: 6| mode: 1| size: 4| data: 294.2
Time: 09:02:49.954226| SENSOR   | Yaw value received: 294.2
Time: 09:02:49.956256| SYSTEM   | Changed compass orientation
Time: 09:02:50.011924| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:50.057295| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:50.114147| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:50.157651| SENSOR   | Servo safran value received: 200.0
Time: 09:02:50.215992| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:50.258246| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:50.319116| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:50.359308| SENSOR   | Servo voile value received: 113.0
Time: 09:02:50.928263| DEBUG    | func: 9| mode: 1| size: 13| data: update (209s)
Time: 09:02:50.963094| LOG      | [INFO]: received: update (209s)
Time: 09:02:51.030543| DEBUG    | func: 6| mode: 1| size: 4| data: 294.0
Time: 09:02:51.064049| SENSOR   | Yaw value received: 294.0
Time: 09:02:51.066046| SYSTEM   | Changed compass orientation
Time: 09:02:51.132510| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:51.166809| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:51.235348| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:51.268287| SENSOR   | Servo voile value received: 150.0
Time: 09:02:51.338629| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:51.368982| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:51.441856| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:51.470203| SENSOR   | Servo safran value received: 103.0
Time: 09:02:52.050279| DEBUG    | func: 9| mode: 1| size: 13| data: update (210s)
Time: 09:02:52.074120| LOG      | [INFO]: received: update (210s)
Time: 09:02:52.153108| DEBUG    | func: 6| mode: 1| size: 4| data: 294.0
Time: 09:02:52.175177| SENSOR   | Yaw value received: 294.0
Time: 09:02:52.177201| SYSTEM   | Changed compass orientation
Time: 09:02:52.256351| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:52.479716| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:52.565407| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:52.580759| SENSOR   | Servo safran value received: 200.0
Time: 09:02:52.668632| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:52.681490| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:52.771806| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:52.782376| SENSOR   | Servo voile value received: 113.0
Time: 09:02:53.177619| DEBUG    | func: 9| mode: 1| size: 13| data: update (211s)
Time: 09:02:53.183802| LOG      | [INFO]: received: update (211s)
Time: 09:02:53.281197| DEBUG    | func: 6| mode: 1| size: 4| data: 294.0
Time: 09:02:53.285547| SENSOR   | Yaw value received: 294.0
Time: 09:02:53.287184| SYSTEM   | Changed compass orientation
Time: 09:02:53.383270| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:53.589955| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:53.616071| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:53.690605| SENSOR   | Servo voile value received: 150.0
Time: 09:02:53.720463| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:53.791335| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:53.823278| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:53.892380| SENSOR   | Servo safran value received: 103.0
Time: 09:02:54.231214| DEBUG    | func: 9| mode: 1| size: 13| data: update (212s)
Time: 09:02:54.294185| LOG      | [INFO]: received: update (212s)
Time: 09:02:54.333021| DEBUG    | func: 6| mode: 1| size: 4| data: 294.0
Time: 09:02:54.395397| SENSOR   | Yaw value received: 294.0
Time: 09:02:54.397158| SYSTEM   | Changed compass orientation
Time: 09:02:54.437354| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:54.599380| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:54.665630| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:54.700914| SENSOR   | Servo safran value received: 200.0
Time: 09:02:54.768294| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:54.802162| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:54.871278| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:54.902900| SENSOR   | Servo voile value received: 113.0
Time: 09:02:55.380202| DEBUG    | func: 9| mode: 1| size: 13| data: update (213s)
Time: 09:02:55.405540| LOG      | [INFO]: received: update (213s)
Time: 09:02:55.482126| DEBUG    | func: 6| mode: 1| size: 4| data: 293.9
Time: 09:02:55.506589| SENSOR   | Yaw value received: 293.9
Time: 09:02:55.508621| SYSTEM   | Changed compass orientation
Time: 09:02:55.583797| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:55.609598| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:55.704868| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:55.710319| SENSOR   | Servo voile value received: 150.0
Time: 09:02:55.807611| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:55.810517| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:55.910023| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:56.011731| SENSOR   | Servo safran value received: 103.0
Time: 09:02:56.431979| DEBUG    | func: 9| mode: 1| size: 13| data: update (214s)
Time: 09:02:56.514862| LOG      | [INFO]: received: update (214s)
Time: 09:02:56.534812| DEBUG    | func: 6| mode: 1| size: 4| data: 293.8
Time: 09:02:56.615840| SENSOR   | Yaw value received: 293.8
Time: 09:02:56.617865| SYSTEM   | Changed compass orientation
Time: 09:02:56.637949| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:56.719117| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:56.767127| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:56.820173| SENSOR   | Servo safran value received: 200.0
Time: 09:02:56.869179| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:56.920944| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:56.972792| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:57.021978| SENSOR   | Servo voile value received: 113.0
Time: 09:02:57.582258| DEBUG    | func: 9| mode: 1| size: 13| data: update (216s)
Time: 09:02:57.625790| LOG      | [INFO]: received: update (216s)
Time: 09:02:57.685084| DEBUG    | func: 6| mode: 1| size: 4| data: 293.9
Time: 09:02:57.726597| SENSOR   | Yaw value received: 293.9
Time: 09:02:57.728622| SYSTEM   | Changed compass orientation
Time: 09:02:57.787484| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:57.829703| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:57.891916| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:57.930747| SENSOR   | Servo voile value received: 150.0
Time: 09:02:57.993845| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:58.031001| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:58.097158| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:58.132047| SENSOR   | Servo safran value received: 103.0
Time: 09:02:58.707018| DEBUG    | func: 9| mode: 1| size: 13| data: update (217s)
Time: 09:02:58.736325| LOG      | [INFO]: received: update (217s)
Time: 09:02:58.809588| DEBUG    | func: 6| mode: 1| size: 4| data: 293.7
Time: 09:02:58.837438| SENSOR   | Yaw value received: 293.7
Time: 09:02:58.839476| SYSTEM   | Changed compass orientation
Time: 09:02:58.912696| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:58.940450| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:59.015378| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:59.041417| SENSOR   | Servo safran value received: 200.0
Time: 09:02:59.116915| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:59.142173| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:59.220581| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:59.243261| SENSOR   | Servo voile value received: 113.0
Time: 09:02:59.830624| DEBUG    | func: 9| mode: 1| size: 13| data: update (218s)
Time: 09:02:59.846376| LOG      | [INFO]: received: update (218s)
Time: 09:02:59.932330| DEBUG    | func: 6| mode: 1| size: 4| data: 293.5
Time: 09:02:59.946864| SENSOR   | Yaw value received: 293.5
Time: 09:02:59.948888| SYSTEM   | Changed compass orientation
Time: 09:03:00.033717| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:03:00.351887| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:03:00.405671| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:03:00.452962| SENSOR   | Servo voile value received: 150.0
Time: 09:03:00.508893| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:03:00.553691| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:03:00.612050| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:03:00.654175| SENSOR   | Servo safran value received: 103.0
Time: 09:03:00.915926| DEBUG    | func: 9| mode: 1| size: 13| data: update (219s)
Time: 09:03:00.955797| LOG      | [INFO]: received: update (219s)
Time: 09:03:01.019851| DEBUG    | func: 6| mode: 1| size: 4| data: 293.5
Time: 09:03:01.056699| SENSOR   | Yaw value received: 293.5
Time: 09:03:01.058724| SYSTEM   | Changed compass orientation
Time: 09:03:01.122783| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:03:01.361247| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:03:01.438359| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:03:01.461727| SENSOR   | Servo safran value received: 200.0
Time: 09:03:01.541076| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:03:01.562429| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:03:01.644397| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:03:01.663459| SENSOR   | Servo voile value received: 113.0
Time: 09:03:02.049692| DEBUG    | func: 9| mode: 1| size: 13| data: update (220s)
Time: 09:03:02.067057| LOG      | [INFO]: received: update (220s)
Time: 09:03:02.153977| DEBUG    | func: 6| mode: 1| size: 4| data: 294.1
Time: 09:03:02.167630| SENSOR   | Yaw value received: 294.1
Time: 09:03:02.169622| SYSTEM   | Changed compass orientation
Time: 09:03:02.257246| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:03:02.371238| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:03:02.467116| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:03:02.472247| SENSOR   | Servo voile value received: 150.0
Time: 09:03:02.570246| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:03:02.572812| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:03:02.673441| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:03:02.774138| SENSOR   | Servo safran value received: 103.0
Time: 09:03:03.080568| DEBUG    | func: 9| mode: 1| size: 13| data: update (221s)
Time: 09:03:03.176053| LOG      | [INFO]: received: update (221s)
Time: 09:03:03.182404| DEBUG    | func: 6| mode: 1| size: 4| data: 294.0
Time: 09:03:03.277162| SENSOR   | Yaw value received: 294.0
Time: 09:03:03.279130| SYSTEM   | Changed compass orientation
Time: 09:03:03.284144| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:03:03.480721| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:03:03.492885| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:03:03.581901| SENSOR   | Servo safran value received: 200.0
Time: 09:03:03.596100| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:03:03.682273| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:03:03.698447| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:03:03.783561| SENSOR   | Servo voile value received: 113.0
Time: 09:03:04.207347| DEBUG    | func: 9| mode: 1| size: 13| data: update (222s)
Time: 09:03:04.286394| LOG      | [INFO]: received: update (222s)
Time: 09:03:04.310680| DEBUG    | func: 6| mode: 1| size: 4| data: 293.9
Time: 09:03:04.387439| SENSOR   | Yaw value received: 293.9
Time: 09:03:04.389479| SYSTEM   | Changed compass orientation
Time: 09:03:04.413645| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:03:04.490450| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:03:04.549899| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:03:04.591339| SENSOR   | Servo voile value received: 150.0
Time: 09:03:04.652901| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:03:04.692065| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:03:04.756202| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:03:04.793129| SENSOR   | Servo safran value received: 103.0
Time: 09:03:05.365178| DEBUG    | func: 9| mode: 1| size: 13| data: update (223s)
Time: 09:03:05.396405| LOG      | [INFO]: received: update (223s)
